Season,MatchID,Sum of MatchWeek,HomeTeam,AwayTeam,Sum of FullTimeHomeTeamGoals,Sum of FullTimeAwayTeamGoals,FullTimeResult,Sum of HomeTeamPoints,Sum of AwayTeamPoints
2014-2015,2014-2015_QPR_Man City,11,QPR,Man City,2,2,D,1,1
2014-2015,2014-2015_QPR_Man United,22,QPR,Man United,0,2,A,0,3
2014-2015,2014-2015_QPR_Newcastle,37,QPR,Newcastle,2,1,H,3,0
2014-2015,2014-2015_QPR_Southampton,24,QPR,Southampton,0,1,A,0,3
2014-2015,2014-2015_QPR_Stoke,5,QPR,Stoke,2,2,D,1,1
2014-2015,2014-2015_QPR_Sunderland,3,QPR,Sunderland,1,0,H,3,0
2014-2015,2014-2015_QPR_Swansea,20,QPR,Swansea,1,1,D,1,1
2014-2015,2014-2015_QPR_Tottenham,28,QPR,Tottenham,1,2,A,0,3
2014-2015,2014-2015_QPR_West Brom,17,QPR,West Brom,3,2,H,3,0
2014-2015,2014-2015_QPR_West Ham,34,QPR,West Ham,0,0,D,1,1
2014-2015,2014-2015_Southampton_Arsenal,20,Southampton,Arsenal,2,0,H,3,0
2014-2015,2014-2015_Southampton_Aston Villa,37,Southampton,Aston Villa,6,1,H,3,0
2014-2015,2014-2015_Southampton_Burnley,30,Southampton,Burnley,2,0,H,3,0
2014-2015,2014-2015_Southampton_Chelsea,19,Southampton,Chelsea,1,1,D,1,1
2014-2015,2014-2015_Southampton_Crystal Palace,28,Southampton,Crystal Palace,1,0,H,3,0
2014-2015,2014-2015_Southampton_Everton,17,Southampton,Everton,3,0,H,3,0
2014-2015,2014-2015_Southampton_Hull,32,Southampton,Hull,2,0,H,3,0
2014-2015,2014-2015_Southampton_Leicester,11,Southampton,Leicester,2,0,H,3,0
2014-2015,2014-2015_Southampton_Liverpool,26,Southampton,Liverpool,0,2,A,0,3
2014-2015,2014-2015_Southampton_Man City,13,Southampton,Man City,0,3,A,0,3
2014-2015,2014-2015_Southampton_Man United,15,Southampton,Man United,1,2,A,0,3
2014-2015,2014-2015_Southampton_Newcastle,4,Southampton,Newcastle,4,0,H,3,0
2014-2015,2014-2015_Southampton_QPR,6,Southampton,QPR,2,1,H,3,0
2014-2015,2014-2015_Southampton_Stoke,9,Southampton,Stoke,1,0,H,3,0
2014-2015,2014-2015_Southampton_Sunderland,8,Southampton,Sunderland,8,0,H,3,0
2014-2015,2014-2015_Southampton_Swansea,23,Southampton,Swansea,0,1,A,0,3
2014-2015,2014-2015_Southampton_Tottenham,34,Southampton,Tottenham,2,2,D,1,1
2014-2015,2014-2015_Southampton_West Brom,2,Southampton,West Brom,0,0,D,1,1
2014-2015,2014-2015_Southampton_West Ham,25,Southampton,West Ham,0,0,D,1,1
2014-2015,2014-2015_Stoke_Arsenal,15,Stoke,Arsenal,3,2,H,3,0
2014-2015,2014-2015_Stoke_Aston Villa,1,Stoke,Aston Villa,0,1,A,0,3
2014-2015,2014-2015_Stoke_Burnley,12,Stoke,Burnley,1,2,A,0,3
2014-2015,2014-2015_Stoke_Chelsea,17,Stoke,Chelsea,0,2,A,0,3
2014-2015,2014-2015_Stoke_Crystal Palace,30,Stoke,Crystal Palace,1,2,A,0,3
2014-2015,2014-2015_Stoke_Everton,28,Stoke,Everton,2,0,H,3,0
2014-2015,2014-2015_Stoke_Hull,27,Stoke,Hull,1,0,H,3,0
2014-2015,2014-2015_Stoke_Leicester,4,Stoke,Leicester,0,1,A,0,3
2014-2015,2014-2015_Stoke_Liverpool,38,Stoke,Liverpool,6,1,H,3,0
2014-2015,2014-2015_Stoke_Man City,25,Stoke,Man City,1,4,A,0,3
2014-2015,2014-2015_Stoke_Man United,20,Stoke,Man United,1,1,D,1,1
2014-2015,2014-2015_Stoke_Newcastle,6,Stoke,Newcastle,1,0,H,3,0
2014-2015,2014-2015_Stoke_QPR,23,Stoke,QPR,3,1,H,3,0
2014-2015,2014-2015_Stoke_Southampton,33,Stoke,Southampton,2,1,H,3,0
2014-2015,2014-2015_Stoke_Sunderland,34,Stoke,Sunderland,1,1,D,1,1
2014-2015,2014-2015_Stoke_Swansea,8,Stoke,Swansea,2,1,H,3,0
2014-2015,2014-2015_Stoke_Tottenham,36,Stoke,Tottenham,3,0,H,3,0
2014-2015,2014-2015_Stoke_West Brom,19,Stoke,West Brom,2,0,H,3,0
2014-2015,2014-2015_Stoke_West Ham,10,Stoke,West Ham,2,2,D,1,1
2014-2015,2014-2015_Sunderland_Arsenal,9,Sunderland,Arsenal,0,2,A,0,3
2014-2015,2014-2015_Sunderland_Aston Villa,29,Sunderland,Aston Villa,0,4,A,0,3
2014-2015,2014-2015_Sunderland_Burnley,23,Sunderland,Burnley,2,0,H,3,0
2014-2015,2014-2015_Sunderland_Chelsea,13,Sunderland,Chelsea,0,0,D,1,1
2014-2015,2014-2015_Sunderland_Crystal Palace,32,Sunderland,Crystal Palace,1,4,A,0,3
2014-2015,2014-2015_Sunderland_Everton,11,Sunderland,Everton,1,1,D,1,1
2014-2015,2014-2015_Sunderland_Hull,18,Sunderland,Hull,1,3,A,0,3
2014-2015,2014-2015_Sunderland_Leicester,37,Sunderland,Leicester,0,0,D,1,1
2014-2015,2014-2015_Sunderland_Liverpool,21,Sunderland,Liverpool,0,1,A,0,3
2014-2015,2014-2015_Sunderland_Man City,14,Sunderland,Man City,1,4,A,0,3
2014-2015,2014-2015_Sunderland_Man United,2,Sunderland,Man United,1,1,D,1,1
2014-2015,2014-2015_Sunderland_Newcastle,31,Sunderland,Newcastle,1,0,H,3,0
2014-2015,2014-2015_Sunderland_QPR,25,Sunderland,QPR,0,2,A,0,3
2014-2015,2014-2015_Sunderland_Southampton,35,Sunderland,Southampton,2,1,H,3,0
2014-2015,2014-2015_Sunderland_Stoke,7,Sunderland,Stoke,3,1,H,3,0
2014-2015,2014-2015_Sunderland_Swansea,6,Sunderland,Swansea,0,0,D,1,1
2014-2015,2014-2015_Sunderland_Tottenham,4,Sunderland,Tottenham,2,2,D,1,1
2014-2015,2014-2015_Sunderland_West Brom,26,Sunderland,West Brom,0,0,D,1,1
2014-2015,2014-2015_Sunderland_West Ham,16,Sunderland,West Ham,1,1,D,1,1
2014-2015,2014-2015_Swansea_Arsenal,11,Swansea,Arsenal,2,1,H,3,0
2014-2015,2014-2015_Swansea_Aston Villa,18,Swansea,Aston Villa,1,0,H,3,0
2014-2015,2014-2015_Swansea_Burnley,2,Swansea,Burnley,1,0,H,3,0
2014-2015,2014-2015_Swansea_Chelsea,22,Swansea,Chelsea,0,5,A,0,3
2014-2015,2014-2015_Swansea_Crystal Palace,13,Swansea,Crystal Palace,1,1,D,1,1
2014-2015,2014-2015_Swansea_Everton,32,Swansea,Everton,1,1,D,1,1
2014-2015,2014-2015_Swansea_Hull,31,Swansea,Hull,3,1,H,3,0
2014-2015,2014-2015_Swansea_Leicester,9,Swansea,Leicester,2,0,H,3,0
2014-2015,2014-2015_Swansea_Liverpool,29,Swansea,Liverpool,0,1,A,0,3
2014-2015,2014-2015_Swansea_Man City,37,Swansea,Man City,2,4,A,0,3
2014-2015,2014-2015_Swansea_Man United,26,Swansea,Man United,2,1,H,3,0
2014-2015,2014-2015_Swansea_Newcastle,7,Swansea,Newcastle,2,2,D,1,1
2014-2015,2014-2015_Swansea_QPR,14,Swansea,QPR,2,0,H,3,0
2014-2015,2014-2015_Swansea_Southampton,5,Swansea,Southampton,0,1,A,0,3
2014-2015,2014-2015_Swansea_Stoke,35,Swansea,Stoke,2,0,H,3,0
2014-2015,2014-2015_Swansea_Sunderland,24,Swansea,Sunderland,1,1,D,1,1
2014-2015,2014-2015_Swansea_Tottenham,16,Swansea,Tottenham,1,2,A,0,3
2014-2015,2014-2015_Swansea_West Brom,3,Swansea,West Brom,3,0,H,3,0
2014-2015,2014-2015_Swansea_West Ham,21,Swansea,West Ham,1,1,D,1,1
2014-2015,2014-2015_Tottenham_Arsenal,24,Tottenham,Arsenal,2,1,H,3,0
2014-2015,2014-2015_Tottenham_Aston Villa,32,Tottenham,Aston Villa,0,1,A,0,3
2014-2015,2014-2015_Tottenham_Burnley,17,Tottenham,Burnley,2,1,H,3,0
2014-2015,2014-2015_Tottenham_Chelsea,20,Tottenham,Chelsea,5,3,H,3,0
2014-2015,2014-2015_Tottenham_Crystal Palace,15,Tottenham,Crystal Palace,0,0,D,1,1
2014-2015,2014-2015_Tottenham_Everton,13,Tottenham,Everton,2,1,H,3,0
2014-2015,2014-2015_Tottenham_Hull,37,Tottenham,Hull,2,0,H,3,0
2014-2015,2014-2015_Tottenham_Leicester,30,Tottenham,Leicester,4,3,H,3,0
2014-2015,2014-2015_Tottenham_Liverpool,3,Tottenham,Liverpool,0,3,A,0,3
2014-2015,2014-2015_Tottenham_Man City,35,Tottenham,Man City,0,1,A,0,3
2014-2015,2014-2015_Tottenham_Man United,19,Tottenham,Man United,0,0,D,1,1
2014-2015,2014-2015_Tottenham_Newcastle,9,Tottenham,Newcastle,1,2,A,0,3
2014-2015,2014-2015_Tottenham_QPR,2,Tottenham,QPR,4,0,H,3,0
2014-2015,2014-2015_Tottenham_Southampton,7,Tottenham,Southampton,1,0,H,3,0
2014-2015,2014-2015_Tottenham_Stoke,11,Tottenham,Stoke,1,2,A,0,3
2014-2015,2014-2015_Tottenham_Sunderland,22,Tottenham,Sunderland,2,1,H,3,0
2014-2015,2014-2015_Tottenham_Swansea,28,Tottenham,Swansea,3,2,H,3,0
2014-2015,2014-2015_Tottenham_West Brom,5,Tottenham,West Brom,0,1,A,0,3
2014-2015,2014-2015_Tottenham_West Ham,26,Tottenham,West Ham,2,2,D,1,1
2014-2015,2014-2015_West Brom_Arsenal,13,West Brom,Arsenal,0,1,A,0,3
2014-2015,2014-2015_West Brom_Aston Villa,16,West Brom,Aston Villa,1,0,H,3,0
2014-2015,2014-2015_West Brom_Burnley,6,West Brom,Burnley,4,0,H,3,0
2014-2015,2014-2015_West Brom_Chelsea,37,West Brom,Chelsea,3,0,H,3,0
2014-2015,2014-2015_West Brom_Crystal Palace,9,West Brom,Crystal Palace,2,2,D,1,1
2014-2015,2014-2015_West Brom_Everton,4,West Brom,Everton,0,2,A,0,3
2014-2015,2014-2015_West Brom_Hull,21,West Brom,Hull,1,0,H,3,0
2014-2015,2014-2015_West Brom_Leicester,32,West Brom,Leicester,2,3,A,0,3
2014-2015,2014-2015_West Brom_Liverpool,34,West Brom,Liverpool,0,0,D,1,1
2014-2015,2014-2015_West Brom_Man City,18,West Brom,Man City,1,3,A,0,3
2014-2015,2014-2015_West Brom_Man United,8,West Brom,Man United,2,2,D,1,1
2014-2015,2014-2015_West Brom_Newcastle,11,West Brom,Newcastle,0,2,A,0,3
2014-2015,2014-2015_West Brom_QPR,31,West Brom,QPR,1,4,A,0,3
2014-2015,2014-2015_West Brom_Southampton,27,West Brom,Southampton,1,0,H,3,0
2014-2015,2014-2015_West Brom_Stoke,29,West Brom,Stoke,1,0,H,3,0
2014-2015,2014-2015_West Brom_Sunderland,1,West Brom,Sunderland,2,2,D,1,1
2014-2015,2014-2015_West Brom_Swansea,25,West Brom,Swansea,2,0,H,3,0
2014-2015,2014-2015_West Brom_Tottenham,23,West Brom,Tottenham,0,3,A,0,3
2014-2015,2014-2015_West Brom_West Ham,14,West Brom,West Ham,1,2,A,0,3
2014-2015,2014-2015_West Ham_Arsenal,19,West Ham,Arsenal,1,2,A,0,3
2014-2015,2014-2015_West Ham_Aston Villa,11,West Ham,Aston Villa,0,0,D,1,1
2014-2015,2014-2015_West Ham_Burnley,35,West Ham,Burnley,1,0,H,3,0
2014-2015,2014-2015_West Ham_Chelsea,28,West Ham,Chelsea,0,1,A,0,3
2014-2015,2014-2015_West Ham_Crystal Palace,27,West Ham,Crystal Palace,1,3,A,0,3
2014-2015,2014-2015_West Ham_Everton,37,West Ham,Everton,1,2,A,0,3
2014-2015,2014-2015_West Ham_Hull,22,West Ham,Hull,3,0,H,3,0
2014-2015,2014-2015_West Ham_Leicester,17,West Ham,Leicester,2,0,H,3,0
2014-2015,2014-2015_West Ham_Liverpool,5,West Ham,Liverpool,3,1,H,3,0
2014-2015,2014-2015_West Ham_Man City,9,West Ham,Man City,2,1,H,3,0
2014-2015,2014-2015_West Ham_Man United,24,West Ham,Man United,1,1,D,1,1
2014-2015,2014-2015_West Ham_Newcastle,13,West Ham,Newcastle,1,0,H,3,0
2014-2015,2014-2015_West Ham_QPR,7,West Ham,QPR,2,0,H,3,0
2014-2015,2014-2015_West Ham_Southampton,3,West Ham,Southampton,1,3,A,0,3
2014-2015,2014-2015_West Ham_Stoke,32,West Ham,Stoke,1,1,D,1,1
2014-2015,2014-2015_West Ham_Sunderland,30,West Ham,Sunderland,1,0,H,3,0
2014-2015,2014-2015_West Ham_Swansea,15,West Ham,Swansea,3,1,H,3,0
2014-2015,2014-2015_West Ham_Tottenham,1,West Ham,Tottenham,0,1,A,0,3
2014-2015,2014-2015_West Ham_West Brom,20,West Ham,West Brom,1,1,D,1,1
2015-2016,2015-2016_Arsenal_Aston Villa,38,Arsenal,Aston Villa,4,0,H,3,0
2015-2016,2015-2016_Arsenal_Bournemouth,19,Arsenal,Bournemouth,2,0,H,3,0
2015-2016,2015-2016_Arsenal_Chelsea,23,Arsenal,Chelsea,0,1,A,0,3
2015-2016,2015-2016_Arsenal_Crystal Palace,34,Arsenal,Crystal Palace,1,1,D,1,1
2015-2016,2015-2016_Arsenal_Everton,10,Arsenal,Everton,2,1,H,3,0
2015-2016,2015-2016_Arsenal_Leicester,26,Arsenal,Leicester,2,1,H,3,0
2015-2016,2015-2016_Arsenal_Liverpool,3,Arsenal,Liverpool,0,0,D,1,1
2015-2016,2015-2016_Arsenal_Man City,17,Arsenal,Man City,2,1,H,3,0
2015-2016,2015-2016_Arsenal_Man United,8,Arsenal,Man United,3,0,H,3,0
2015-2016,2015-2016_Arsenal_Newcastle,20,Arsenal,Newcastle,1,0,H,3,0
2015-2016,2015-2016_Arsenal_Norwich,36,Arsenal,Norwich,1,0,H,3,0
2015-2016,2015-2016_Arsenal_Southampton,24,Arsenal,Southampton,0,0,D,1,1
2015-2016,2015-2016_Arsenal_Stoke,5,Arsenal,Stoke,2,0,H,3,0
2015-2016,2015-2016_Arsenal_Sunderland,15,Arsenal,Sunderland,3,1,H,3,0
2015-2016,2015-2016_Arsenal_Swansea,28,Arsenal,Swansea,1,2,A,0,3
2015-2016,2015-2016_Arsenal_Tottenham,12,Arsenal,Tottenham,1,1,D,1,1
2015-2016,2015-2016_Arsenal_Watford,32,Arsenal,Watford,4,0,H,3,0
2015-2016,2015-2016_Arsenal_West Brom,34,Arsenal,West Brom,2,0,H,3,0
2015-2016,2015-2016_Arsenal_West Ham,1,Arsenal,West Ham,0,2,A,0,3
2015-2016,2015-2016_Aston Villa_Arsenal,16,Aston Villa,Arsenal,0,2,A,0,3
2015-2016,2015-2016_Aston Villa_Bournemouth,33,Aston Villa,Bournemouth,1,2,A,0,3
2015-2016,2015-2016_Aston Villa_Chelsea,32,Aston Villa,Chelsea,0,4,A,0,3
2015-2016,2015-2016_Aston Villa_Crystal Palace,21,Aston Villa,Crystal Palace,1,0,H,3,0
2015-2016,2015-2016_Aston Villa_Everton,28,Aston Villa,Everton,1,3,A,0,3
2015-2016,2015-2016_Aston Villa_Leicester,22,Aston Villa,Leicester,1,1,D,1,1
2015-2016,2015-2016_Aston Villa_Liverpool,26,Aston Villa,Liverpool,0,6,A,0,3
2015-2016,2015-2016_Aston Villa_Man City,12,Aston Villa,Man City,0,0,D,1,1
2015-2016,2015-2016_Aston Villa_Man United,2,Aston Villa,Man United,0,1,A,0,3
2015-2016,2015-2016_Aston Villa_Newcastle,37,Aston Villa,Newcastle,0,0,D,1,1
2015-2016,2015-2016_Aston Villa_Norwich,25,Aston Villa,Norwich,2,0,H,3,0
2015-2016,2015-2016_Aston Villa_Southampton,35,Aston Villa,Southampton,2,4,A,0,3
2015-2016,2015-2016_Aston Villa_Stoke,8,Aston Villa,Stoke,0,1,A,0,3
2015-2016,2015-2016_Aston Villa_Sunderland,4,Aston Villa,Sunderland,2,2,D,1,1
2015-2016,2015-2016_Aston Villa_Swansea,10,Aston Villa,Swansea,1,2,A,0,3
2015-2016,2015-2016_Aston Villa_Tottenham,30,Aston Villa,Tottenham,0,2,A,0,3
2015-2016,2015-2016_Aston Villa_Watford,14,Aston Villa,Watford,2,3,A,0,3
2015-2016,2015-2016_Aston Villa_West Brom,6,Aston Villa,West Brom,0,1,A,0,3
2015-2016,2015-2016_Aston Villa_West Ham,18,Aston Villa,West Ham,1,1,D,1,1
2015-2016,2015-2016_Bournemouth_Arsenal,25,Bournemouth,Arsenal,0,2,A,0,3
2015-2016,2015-2016_Bournemouth_Aston Villa,1,Bournemouth,Aston Villa,0,1,A,0,3
2015-2016,2015-2016_Bournemouth_Chelsea,35,Bournemouth,Chelsea,1,4,A,0,3
2015-2016,2015-2016_Bournemouth_Crystal Palace,18,Bournemouth,Crystal Palace,0,0,D,1,1
2015-2016,2015-2016_Bournemouth_Everton,14,Bournemouth,Everton,3,3,D,1,1
2015-2016,2015-2016_Bournemouth_Leicester,4,Bournemouth,Leicester,1,1,D,1,1
2015-2016,2015-2016_Bournemouth_Liverpool,34,Bournemouth,Liverpool,1,2,A,0,3
2015-2016,2015-2016_Bournemouth_Man City,32,Bournemouth,Man City,0,4,A,0,3
2015-2016,2015-2016_Bournemouth_Man United,16,Bournemouth,Man United,2,1,H,3,0
2015-2016,2015-2016_Bournemouth_Newcastle,12,Bournemouth,Newcastle,0,1,A,0,3
2015-2016,2015-2016_Bournemouth_Norwich,22,Bournemouth,Norwich,3,0,H,3,0
2015-2016,2015-2016_Bournemouth_Southampton,28,Bournemouth,Southampton,2,0,H,3,0
2015-2016,2015-2016_Bournemouth_Stoke,26,Bournemouth,Stoke,1,3,A,0,3
2015-2016,2015-2016_Bournemouth_Sunderland,6,Bournemouth,Sunderland,2,0,H,3,0
2015-2016,2015-2016_Bournemouth_Swansea,30,Bournemouth,Swansea,3,2,H,3,0
2015-2016,2015-2016_Bournemouth_Tottenham,10,Bournemouth,Tottenham,1,5,A,0,3
2015-2016,2015-2016_Bournemouth_Watford,8,Bournemouth,Watford,1,1,D,1,1
2015-2016,2015-2016_Bournemouth_West Brom,37,Bournemouth,West Brom,1,1,D,1,1
2015-2016,2015-2016_Bournemouth_West Ham,21,Bournemouth,West Ham,1,3,A,0,3
2015-2016,2015-2016_Chelsea_Arsenal,6,Chelsea,Arsenal,2,0,H,3,0
2015-2016,2015-2016_Chelsea_Aston Villa,9,Chelsea,Aston Villa,2,0,H,3,0
2015-2016,2015-2016_Chelsea_Bournemouth,15,Chelsea,Bournemouth,0,1,A,0,3
2015-2016,2015-2016_Chelsea_Crystal Palace,4,Chelsea,Crystal Palace,1,2,A,0,3
2015-2016,2015-2016_Chelsea_Everton,22,Chelsea,Everton,3,3,D,1,1
2015-2016,2015-2016_Chelsea_Leicester,38,Chelsea,Leicester,1,1,D,1,1
2015-2016,2015-2016_Chelsea_Liverpool,11,Chelsea,Liverpool,1,3,A,0,3
2015-2016,2015-2016_Chelsea_Man City,34,Chelsea,Man City,0,3,A,0,3
2015-2016,2015-2016_Chelsea_Man United,25,Chelsea,Man United,1,1,D,1,1
2015-2016,2015-2016_Chelsea_Newcastle,26,Chelsea,Newcastle,5,1,H,3,0
2015-2016,2015-2016_Chelsea_Norwich,13,Chelsea,Norwich,1,0,H,3,0
2015-2016,2015-2016_Chelsea_Southampton,8,Chelsea,Southampton,1,3,A,0,3
2015-2016,2015-2016_Chelsea_Stoke,29,Chelsea,Stoke,1,1,D,1,1
2015-2016,2015-2016_Chelsea_Sunderland,17,Chelsea,Sunderland,3,1,H,3,0
2015-2016,2015-2016_Chelsea_Swansea,1,Chelsea,Swansea,2,2,D,1,1
2015-2016,2015-2016_Chelsea_Tottenham,36,Chelsea,Tottenham,2,2,D,1,1
2015-2016,2015-2016_Chelsea_Watford,18,Chelsea,Watford,2,2,D,1,1
2015-2016,2015-2016_Chelsea_West Brom,21,Chelsea,West Brom,2,2,D,1,1
2015-2016,2015-2016_Chelsea_West Ham,31,Chelsea,West Ham,2,2,D,1,1
2015-2016,2015-2016_Crystal Palace_Arsenal,2,Crystal Palace,Arsenal,1,2,A,0,3
2015-2016,2015-2016_Crystal Palace_Aston Villa,3,Crystal Palace,Aston Villa,2,1,H,3,0
2015-2016,2015-2016_Crystal Palace_Bournemouth,24,Crystal Palace,Bournemouth,1,2,A,0,3
2015-2016,2015-2016_Crystal Palace_Chelsea,20,Crystal Palace,Chelsea,0,3,A,0,3
2015-2016,2015-2016_Crystal Palace_Everton,33,Crystal Palace,Everton,0,0,D,1,1
2015-2016,2015-2016_Crystal Palace_Leicester,31,Crystal Palace,Leicester,0,1,A,0,3
2015-2016,2015-2016_Crystal Palace_Liverpool,29,Crystal Palace,Liverpool,1,2,A,0,3
2015-2016,2015-2016_Crystal Palace_Man City,5,Crystal Palace,Man City,0,1,A,0,3
2015-2016,2015-2016_Crystal Palace_Man United,11,Crystal Palace,Man United,0,0,D,1,1
2015-2016,2015-2016_Crystal Palace_Newcastle,14,Crystal Palace,Newcastle,5,1,H,3,0
2015-2016,2015-2016_Crystal Palace_Norwich,33,Crystal Palace,Norwich,1,0,H,3,0
2015-2016,2015-2016_Crystal Palace_Southampton,16,Crystal Palace,Southampton,1,0,H,3,0
2015-2016,2015-2016_Crystal Palace_Stoke,37,Crystal Palace,Stoke,2,1,H,3,0
2015-2016,2015-2016_Crystal Palace_Sunderland,13,Crystal Palace,Sunderland,0,1,A,0,3
2015-2016,2015-2016_Crystal Palace_Swansea,19,Crystal Palace,Swansea,0,0,D,1,1
2015-2016,2015-2016_Crystal Palace_Tottenham,23,Crystal Palace,Tottenham,1,3,A,0,3
2015-2016,2015-2016_Crystal Palace_Watford,26,Crystal Palace,Watford,1,2,A,0,3
2015-2016,2015-2016_Crystal Palace_West Brom,8,Crystal Palace,West Brom,2,0,H,3,0
2015-2016,2015-2016_Crystal Palace_West Ham,9,Crystal Palace,West Ham,1,3,A,0,3
2015-2016,2015-2016_Everton_Arsenal,31,Everton,Arsenal,0,2,A,0,3
2015-2016,2015-2016_Everton_Aston Villa,13,Everton,Aston Villa,4,0,H,3,0
2015-2016,2015-2016_Everton_Bournemouth,36,Everton,Bournemouth,2,1,H,3,0
2015-2016,2015-2016_Everton_Chelsea,5,Everton,Chelsea,3,1,H,3,0
2015-2016,2015-2016_Everton_Crystal Palace,15,Everton,Crystal Palace,1,1,D,1,1
2015-2016,2015-2016_Everton_Leicester,17,Everton,Leicester,2,3,A,0,3
2015-2016,2015-2016_Everton_Liverpool,8,Everton,Liverpool,1,1,D,1,1
2015-2016,2015-2016_Everton_Man City,3,Everton,Man City,0,2,A,0,3
2015-2016,2015-2016_Everton_Man United,9,Everton,Man United,0,3,A,0,3
2015-2016,2015-2016_Everton_Newcastle,24,Everton,Newcastle,3,0,H,3,0
2015-2016,2015-2016_Everton_Norwich,38,Everton,Norwich,3,0,H,3,0
2015-2016,2015-2016_Everton_Southampton,34,Everton,Southampton,1,1,D,1,1
2015-2016,2015-2016_Everton_Stoke,19,Everton,Stoke,3,4,A,0,3
2015-2016,2015-2016_Everton_Sunderland,11,Everton,Sunderland,6,2,H,3,0
2015-2016,2015-2016_Everton_Swansea,23,Everton,Swansea,1,2,A,0,3
2015-2016,2015-2016_Everton_Tottenham,20,Everton,Tottenham,1,1,D,1,1
2015-2016,2015-2016_Everton_Watford,1,Everton,Watford,2,2,D,1,1
2015-2016,2015-2016_Everton_West Brom,26,Everton,West Brom,0,1,A,0,3
2015-2016,2015-2016_Everton_West Ham,29,Everton,West Ham,2,3,A,0,3
2015-2016,2015-2016_Leicester_Arsenal,7,Leicester,Arsenal,2,5,A,0,3
2015-2016,2015-2016_Leicester_Aston Villa,5,Leicester,Aston Villa,3,2,H,3,0
2015-2016,2015-2016_Leicester_Bournemouth,20,Leicester,Bournemouth,0,0,D,1,1
2015-2016,2015-2016_Leicester_Chelsea,16,Leicester,Chelsea,2,1,H,3,0
2015-2016,2015-2016_Leicester_Crystal Palace,10,Leicester,Crystal Palace,1,0,H,3,0
2015-2016,2015-2016_Leicester_Everton,37,Leicester,Everton,3,1,H,3,0
2015-2016,2015-2016_Leicester_Liverpool,24,Leicester,Liverpool,2,0,H,3,0
2015-2016,2015-2016_Leicester_Man City,19,Leicester,Man City,0,0,D,1,1
2015-2016,2015-2016_Leicester_Man United,14,Leicester,Man United,1,1,D,1,1
2015-2016,2015-2016_Leicester_Newcastle,30,Leicester,Newcastle,1,0,H,3,0
2015-2016,2015-2016_Leicester_Norwich,27,Leicester,Norwich,1,0,H,3,0
2015-2016,2015-2016_Leicester_Southampton,32,Leicester,Southampton,1,0,H,3,0
2015-2016,2015-2016_Leicester_Stoke,23,Leicester,Stoke,3,0,H,3,0
2015-2016,2015-2016_Leicester_Sunderland,1,Leicester,Sunderland,4,2,H,3,0
2015-2016,2015-2016_Leicester_Swansea,35,Leicester,Swansea,4,0,H,3,0
2015-2016,2015-2016_Leicester_Tottenham,3,Leicester,Tottenham,1,1,D,1,1
2015-2016,2015-2016_Leicester_Watford,12,Leicester,Watford,2,1,H,3,0
2015-2016,2015-2016_Leicester_West Brom,28,Leicester,West Brom,2,2,D,1,1
2015-2016,2015-2016_Leicester_West Ham,34,Leicester,West Ham,2,2,D,1,1
2015-2016,2015-2016_Liverpool_Arsenal,21,Liverpool,Arsenal,3,3,D,1,1
2015-2016,2015-2016_Liverpool_Aston Villa,7,Liverpool,Aston Villa,3,2,H,3,0
2015-2016,2015-2016_Liverpool_Bournemouth,2,Liverpool,Bournemouth,1,0,H,3,0
2015-2016,2015-2016_Liverpool_Chelsea,37,Liverpool,Chelsea,1,1,D,1,1
2015-2016,2015-2016_Liverpool_Crystal Palace,12,Liverpool,Crystal Palace,1,2,A,0,3
2015-2016,2015-2016_Liverpool_Everton,34,Liverpool,Everton,4,0,H,3,0
2015-2016,2015-2016_Liverpool_Leicester,18,Liverpool,Leicester,1,0,H,3,0
2015-2016,2015-2016_Liverpool_Man City,28,Liverpool,Man City,3,0,H,3,0
2015-2016,2015-2016_Liverpool_Man United,22,Liverpool,Man United,0,1,A,0,3
2015-2016,2015-2016_Liverpool_Newcastle,35,Liverpool,Newcastle,2,2,D,1,1
2015-2016,2015-2016_Liverpool_Norwich,6,Liverpool,Norwich,1,1,D,1,1
2015-2016,2015-2016_Liverpool_Southampton,10,Liverpool,Southampton,1,1,D,1,1
2015-2016,2015-2016_Liverpool_Stoke,33,Liverpool,Stoke,4,1,H,3,0
2015-2016,2015-2016_Liverpool_Sunderland,25,Liverpool,Sunderland,2,2,D,1,1
2015-2016,2015-2016_Liverpool_Swansea,14,Liverpool,Swansea,1,0,H,3,0
2015-2016,2015-2016_Liverpool_Tottenham,32,Liverpool,Tottenham,1,1,D,1,1
2015-2016,2015-2016_Liverpool_Watford,37,Liverpool,Watford,2,0,H,3,0
2015-2016,2015-2016_Liverpool_West Brom,16,Liverpool,West Brom,2,2,D,1,1
2015-2016,2015-2016_Liverpool_West Ham,4,Liverpool,West Ham,0,3,A,0,3
2015-2016,2015-2016_Man City_Arsenal,37,Man City,Arsenal,2,2,D,1,1
2015-2016,2015-2016_Man City_Aston Villa,29,Man City,Aston Villa,4,0,H,3,0
2015-2016,2015-2016_Man City_Bournemouth,9,Man City,Bournemouth,5,1,H,3,0
2015-2016,2015-2016_Man City_Chelsea,2,Man City,Chelsea,3,0,H,3,0
2015-2016,2015-2016_Man City_Crystal Palace,22,Man City,Crystal Palace,4,0,H,3,0
2015-2016,2015-2016_Man City_Everton,21,Man City,Everton,0,0,D,1,1
